Product Code,Category,Sub Category,Brand,Product,Description,Features,Final Price,Image,Related
INGL3578,Gift Vouchers,,Flipkart,Flipkart e-voucher worth INR 500,"<p>Flipkart is a leading destination for online shopping in India, offering some of the best prices and a completely hassle-free experience with options of paying through Cash on Delivery, Debit Card, Credit Card and Net Banking processed through secure and trusted gateways.</p>
<p>Now shop for your favourite books, apparel, footwear, lifestyle accessories, baby care products, toys, posters, sports and fitness, mobile phones, laptops, cameras, movies, music, health and beauty, televisions, refrigerators, air-conditioners, washing machines, MP3 players and products from a host of other categories available.</p>
<p>Flipkart Gift Vouchers will give the receipient an access to some of the top selling electronic brands on the website like Samsung, HTC, Nokia, Dell, HP, Sony, Canon, Nikon, LG, Toshiba, Philips, Braun, Bajaj and Morphy Richards. One can browse through the cool lifestyle accessories, apparel and footwear brands featured on their site with expert descriptions to help you arrive at the right buying decision.</p>
<p>Flipkart also offers free home delivery for many of their products along with easy interest-free EMI options. And with the 30-day replacement guarantee, you live with no regrets; you can always exchange or cancel your order if you wish to. Get the best prices and the best online shopping experience every time, guaranteed.</p>","<ul>
  <li>The e-Gift Voucher can only be redeemed on the Flipkart.com website only against WS Retail   seller<br />
  </li>
  <li>Vouchers cannot be used to purchase other e-Gift Vouchers.<br />
  </li>
  <li>If the order value exceeds the e-Gift Voucher amount, the balance must be paid by Credit Card / Debit Card / Internet Banking.<br />
  </li>
  <li>If the order value is less than the amount of the voucher, the outstanding balance (after deduction of order value) will reflect under the same e-Gift Voucher.<br />
  </li>
  <li>Vouchers and unused balance of e-Gift Vouchers expire 1 year from the date of issue.<br />
    e-Gift Vouchers cannot be redeemed for Cash or Credit but are transferable.<br />
  </li>
  <li>Flipkart.com is not responsible if voucher is lost, stolen or used without permission.<br />
  </li>
  <li>You can combine and use a maximum of 3 vouchers per order. They can be combined with promotional codes.</li>
</ul>",504.9,INGL3578.jpg,INGL3051 INGL3577 INGL3047
INGL3579,Gift Vouchers,,Flipkart,Flipkart e-voucher worth INR 1000,"<p>Flipkart is a leading destination for online shopping in India, offering some of the best prices and a completely hassle-free experience with options of paying through Cash on Delivery, Debit Card, Credit Card and Net Banking processed through secure and trusted gateways.</p>
<p>Now shop for your favourite books, apparel, footwear, lifestyle accessories, baby care products, toys, posters, sports and fitness, mobile phones, laptops, cameras, movies, music, health and beauty, televisions, refrigerators, air-conditioners, washing machines, MP3 players and products from a host of other categories available.</p>
<p>Flipkart Gift Vouchers will give the receipient an access to some of the top selling electronic brands on the website like Samsung, HTC, Nokia, Dell, HP, Sony, Canon, Nikon, LG, Toshiba, Philips, Braun, Bajaj and Morphy Richards. One can browse through the cool lifestyle accessories, apparel and footwear brands featured on their site with expert descriptions to help you arrive at the right buying decision.</p>
<p>Flipkart also offers free home delivery for many of their products along with easy interest-free EMI options. And with the 30-day replacement guarantee, you live with no regrets; you can always exchange or cancel your order if you wish to. Get the best prices and the best online shopping experience every time, guaranteed.</p>","<ul>
  <li>The e-Gift Voucher can only be redeemed on the Flipkart.com website only against WS Retail   seller<br />
  </li>
  <li>Vouchers cannot be used to purchase other e-Gift Vouchers.<br />
  </li>
  <li>If the order value exceeds the e-Gift Voucher amount, the balance must be paid by Credit Card / Debit Card / Internet Banking.<br />
  </li>
  <li>If the order value is less than the amount of the voucher, the outstanding balance (after deduction of order value) will reflect under the same e-Gift Voucher.<br />
  </li>
  <li>Vouchers and unused balance of e-Gift Vouchers expire 1 year from the date of issue.<br />
    e-Gift Vouchers cannot be redeemed for Cash or Credit but are transferable.<br />
  </li>
  <li>Flipkart.com is not responsible if voucher is lost, stolen or used without permission.<br />
  </li>
  <li>You can combine and use a maximum of 3 vouchers per order. They can be combined with promotional codes.</li>
</ul>",759.9,INGL3579.jpg,INGL3586 INGL3071 INGL3073 INGL3353
INGL3580,Gift Vouchers,,Flipkart,Flipkart e-voucher worth INR 2000,"<p>Flipkart is a leading destination for online shopping in India, offering some of the best prices and a completely hassle-free experience with options of paying through Cash on Delivery, Debit Card, Credit Card and Net Banking processed through secure and trusted gateways.</p>
<p>Now shop for your favourite books, apparel, footwear, lifestyle accessories, baby care products, toys, posters, sports and fitness, mobile phones, laptops, cameras, movies, music, health and beauty, televisions, refrigerators, air-conditioners, washing machines, MP3 players and products from a host of other categories available.</p>
<p>Flipkart Gift Vouchers will give the receipient an access to some of the top selling electronic brands on the website like Samsung, HTC, Nokia, Dell, HP, Sony, Canon, Nikon, LG, Toshiba, Philips, Braun, Bajaj and Morphy Richards. One can browse through the cool lifestyle accessories, apparel and footwear brands featured on their site with expert descriptions to help you arrive at the right buying decision.</p>
<p>Flipkart also offers free home delivery for many of their products along with easy interest-free EMI options. And with the 30-day replacement guarantee, you live with no regrets; you can always exchange or cancel your order if you wish to. Get the best prices and the best online shopping experience every time, guaranteed.</p>","<ul>
  <li>The e-Gift Voucher can only be redeemed on the Flipkart.com website only against WS Retail   seller<br />
  </li>
  <li>Vouchers cannot be used to purchase other e-Gift Vouchers.<br />
  </li>
  <li>If the order value exceeds the e-Gift Voucher amount, the balance must be paid by Credit Card / Debit Card / Internet Banking.<br />
  </li>
  <li>If the order value is less than the amount of the voucher, the outstanding balance (after deduction of order value) will reflect under the same e-Gift Voucher.<br />
  </li>
  <li>Vouchers and unused balance of e-Gift Vouchers expire 1 year from the date of issue.<br />
    e-Gift Vouchers cannot be redeemed for Cash or Credit but are transferable.<br />
  </li>
  <li>Flipkart.com is not responsible if voucher is lost, stolen or used without permission.<br />
  </li>
  <li>You can combine and use a maximum of 3 vouchers per order. They can be combined with promotional codes.</li>
</ul>",1014.9,INGL3580.jpg,INGL3586 INGL3071 INGL3073 INGL3353
INGL3581,Gift Vouchers,,Flipkart,Flipkart e-voucher worth INR 3000,"<p>Flipkart is a leading destination for online shopping in India, offering some of the best prices and a completely hassle-free experience with options of paying through Cash on Delivery, Debit Card, Credit Card and Net Banking processed through secure and trusted gateways.</p>
<p>Now shop for your favourite books, apparel, footwear, lifestyle accessories, baby care products, toys, posters, sports and fitness, mobile phones, laptops, cameras, movies, music, health and beauty, televisions, refrigerators, air-conditioners, washing machines, MP3 players and products from a host of other categories available.</p>
<p>Flipkart Gift Vouchers will give the receipient an access to some of the top selling electronic brands on the website like Samsung, HTC, Nokia, Dell, HP, Sony, Canon, Nikon, LG, Toshiba, Philips, Braun, Bajaj and Morphy Richards. One can browse through the cool lifestyle accessories, apparel and footwear brands featured on their site with expert descriptions to help you arrive at the right buying decision.</p>
<p>Flipkart also offers free home delivery for many of their products along with easy interest-free EMI options. And with the 30-day replacement guarantee, you live with no regrets; you can always exchange or cancel your order if you wish to. Get the best prices and the best online shopping experience every time, guaranteed.</p>","<ul>
  <li>The e-Gift Voucher can only be redeemed on the Flipkart.com website only against WS Retail   seller<br />
  </li>
  <li>Vouchers cannot be used to purchase other e-Gift Vouchers.<br />
  </li>
  <li>If the order value exceeds the e-Gift Voucher amount, the balance must be paid by Credit Card / Debit Card / Internet Banking.<br />
  </li>
  <li>If the order value is less than the amount of the voucher, the outstanding balance (after deduction of order value) will reflect under the same e-Gift Voucher.<br />
  </li>
  <li>Vouchers and unused balance of e-Gift Vouchers expire 1 year from the date of issue.<br />
    e-Gift Vouchers cannot be redeemed for Cash or Credit but are transferable.<br />
  </li>
  <li>Flipkart.com is not responsible if voucher is lost, stolen or used without permission.<br />
  </li>
  <li>You can combine and use a maximum of 3 vouchers per order. They can be combined with promotional codes.</li>
</ul>",3029.4,INGL3581.jpg,INGL3588 INGL3354 INGL3368 INGL3371
INGL3052,Gift Vouchers,,Paul Smith,Paul Smith Gift Voucher worth INR 5000,"<p>Paul Smith had established himself as the pre-eminent British designer. Paul Smith has the ability to anticipate, and even spark off trends not only fashion but in the wider context of popular culture. He manages to transmit a genuine sense of humour and mischief mixed with his love of tradition and the classics. The Paul Smith shops reflect the character of Paul and his designs, an unmistakable Englishness augmented by the unexpected. The shops house the Paul Smith collections and an extensive selection of jewellery, books, art, antiques and an array of interesting and beautiful products. Work of British designers is often showcased alongside Paulês personal collections of art or curios.</p>",,4845,INGL3052.jpg,INGL3582 INGL3053 INGL3583 INGL3054
INGL3582,Gift Vouchers,,Paul Smith,Paul Smith Gift Voucher worth INR 10000,"<p>Paul Smith had established himself as the pre-eminent British designer. Paul Smith has the ability to anticipate, and even spark off trends not only fashion but in the wider context of popular culture. He manages to transmit a genuine sense of humour and mischief mixed with his love of tradition and the classics. The Paul Smith shops reflect the character of Paul and his designs, an unmistakable Englishness augmented by the unexpected. The shops house the Paul Smith collections and an extensive selection of jewellery, books, art, antiques and an array of interesting and beautiful products. Work of British designers is often showcased alongside Paulês personal collections of art or curios.</p>",,9741,INGL3582.jpg,INGL3052 INGL3053 INGL3583 INGL3054
INGL3053,Gift Vouchers,,Jimmy Choo,Jimmy Choo Gift Voucher worth INR 5000,<p>Sir Paul Smith is an English fashion designer whose business and reputation is founded around his menswear line. His collections of clothing and accessories for both men and women are usually identified by the presence of Smithês trademark multicolored stripe pattern somewhere on each item.</p>,,4845,INGL3053.jpg,INGL3582 INGL3052 INGL3583 INGL3054
INGL3583,Gift Vouchers,,Jimmy Choo,Jimmy Choo Gift Voucher worth INR 10000,<p>Sir Paul Smith is an English fashion designer whose business and reputation is founded around his menswear line. His collections of clothing and accessories for both men and women are usually identified by the presence of Smithês trademark multicolored stripe pattern somewhere on each item.</p>,,9741,INGL3583.jpg,INGL3582 INGL3053 INGL3052 INGL3054
INGL3054,Gift Vouchers,,Emporio Armani,Emporio Armani Gift Voucher worth INR 5000,"<p>Emporio Armani is an international Italian fashion house founded by Giorgio Armani  which designs manufactures distributes  and retails haute couture ready-to-wear  leather goods, shoes, watches, jewelry, accessories, eyewear, cosmetics and home interiors.</p>",,4845,INGL3054.jpg,INGL3582 INGL3053 INGL3583 INGL3052
INGL3584,Gift Vouchers,,Emporio Armani,Emporio Armani Gift Voucher worth INR 10000,"<p>Emporio Armani is an international Italian fashion house founded by Giorgio Armani  which designs manufactures distributes  and retails haute couture ready-to-wear  leather goods, shoes, watches, jewelry, accessories, eyewear, cosmetics and home interiors.</p>",,9741,INGL3584.jpg,INGL3055 INGL3585 INGL3056 INGL3586
INGL3055,Gift Vouchers,,Canali,Canali Gift Voucher worth INR 5000,"<p>Superlative tailoring, the finest raw materials, a highly-skilled workforce and perfect alignment with the spirit of Italian-made products: these are the values which three generations of the Canali family have handed down in a tradition which celebrates its clothing business. The company has begun to diversify, expanding its operations to cover accessories, leather goods, perfumes and strategic investments in the fashion and luxury segment. </p>",,4845,INGL3055.jpg,INGL3584 INGL3585 INGL3056 INGL3586
INGL3585,Gift Vouchers,,Canali,Canali Gift Voucher worth INR 10000,"<p>Superlative tailoring, the finest raw materials, a highly-skilled workforce and perfect alignment with the spirit of Italian-made products: these are the values which three generations of the Canali family have handed down in a tradition which celebrates its clothing business. The company has begun to diversify, expanding its operations to cover accessories, leather goods, perfumes and strategic investments in the fashion and luxury segment. </p>",,9741,INGL3585.jpg,INGL3055 INGL3584 INGL3056 INGL3586
INGL3056,Gift Vouchers,,Tumi,Tumi Gift Voucher worth INR 5000,"<p>Tumi US Gift Cards can be ordered online for use in Tumi US retail stores and online at www.tumi.com.They may be sent to any individual with a valid shipping address in the United States. The recipient can use the Gift Card number and personal identification number (PIN, found on the back of the card under a scratch-off box) upon receipt to shop both online and at retail stores.</p>",,4845,INGL3056.jpg,INGL3055 INGL3585 INGL3584 INGL3586
